   208     -0.43694589E-05      0.93708513E-07      0.95371314E-08     -0.12804559E-04     -0.74484402E-03      0.28070912E-04
   209     -0.43538238E-05      0.92872842E-07      0.94520815E-08     -0.12743436E-04     -0.74174221E-03      0.27807110E-04
   210     -0.43383377E-05      0.92049276E-07      0.93682634E-08     -0.12682894E-04     -0.73867382E-03      0.27547226E-04
   211     -0.43229986E-05      0.91237580E-07      0.92856536E-08     -0.12622924E-04     -0.73563835E-03      0.27291183E-04
   212     -0.43078042E-05      0.90437528E-07      0.92042288E-08     -0.12563519E-04     -0.73263532E-03      0.27038907E-04
   213     -0.42927525E-05      0.89648898E-07      0.91239663E-08     -0.12504670E-04     -0.72966424E-03      0.26790324E-04
   214     -0.42778415E-05      0.88871472E-07      0.90448442E-08     -0.12446370E-04     -0.72672466E-03      0.26545363E-04
   215     -0.42630693E-05      0.88105038E-07      0.89668409E-08     -0.12388612E-04     -0.72381612E-03      0.26303955E-04
   216     -0.42484339E-05      0.87349391E-07      0.88899353E-08     -0.12331386E-04     -0.72093816E-03      0.26066033E-04
   217     -0.42339333E-05      0.86604327E-07      0.88141068E-08     -0.12274688E-04     -0.71809034E-03      0.25831530E-04
   218     -0.42195657E-05      0.85869649E-07      0.87393354E-08     -0.12218508E-04     -0.71527222E-03      0.25600380E-04
   219     -0.42053293E-05      0.85145164E-07      0.86656013E-08     -0.12162840E-04     -0.71248339E-03      0.25372523E-04
   220     -0.41912222E-05      0.84430684E-07      0.85928856E-08     -0.12107677E-04     -0.70972342E-03      0.25147894E-04
   221     -0.41772427E-05      0.83726025E-07      0.85211693E-08     -0.12053012E-04     -0.70699189E-03      0.24926435E-04
   222     -0.41633891E-05      0.83031006E-07      0.84504341E-08     -0.11998838E-04     -0.70428842E-03      0.24708086E-04
   223     -0.41496596E-05      0.82345452E-07      0.83806622E-08     -0.11945150E-04     -0.70161260E-03      0.24492789E-04
   224     -0.41360525E-05      0.81669191E-07      0.83118361E-08     -0.11891939E-04     -0.69896403E-03      0.24280489E-04
   225     -0.41225662E-05      0.81002054E-07      0.82439386E-08     -0.11839201E-04     -0.69634235E-03      0.24071130E-04
   226     -0.41091991E-05      0.80343877E-07      0.81769531E-08     -0.11786928E-04     -0.69374717E-03      0.23864659E-04
